"Competition","Player","Team","Age","Position","Avg.Rating","Minutes","Goals","Assists","G+A","Impact"
"UEFA Champions League 2024/25","Álex Valle","Celtic",20,"Left-Back",5.34,212,0,1,1,"-"
"UEFA Champions League 2024/25","Alistair Johnston","Celtic",26,"Right-Back",6.7,836,0,0,0,"0.83"
"UEFA Champions League 2024/25","Anthony Ralston","Celtic",26,"Right-Back",6.36,64,0,0,0,"-"
"UEFA Champions League 2024/25","Arne Engels","Celtic",21,"Right-Midfielder",6.1,724,1,3,4,"0.23"
"UEFA Champions League 2024/25","Auston Trusty","Celtic",26,"Centre-Back",6.8,816,0,0,0,"0.93"
"UEFA Champions League 2024/25","Callum McGregor","Celtic",31,"Midfielder",6.1,900,0,0,0,"0.23"
"UEFA Champions League 2024/25","Cameron Carter-Vickers","Celtic",27,"Centre-Back",7.34,606,0,0,0,"1.47"
"UEFA Champions League 2024/25","Daizen Maeda","Celtic",27,"Left-Winger",5.81,758,4,0,4,"-0.06"
"UEFA Champions League 2024/25","Daniel Cummings","Celtic",18,"Centre-Foward",2.7,12,0,0,0,"-"
"UEFA Champions League 2024/25","Greg Taylor","Celtic",27,"Left-Back",5.7,572,0,1,1,"-0.17"
"UEFA Champions League 2024/25","James Forrest","Celtic",33,"Right-Winger",5.41,63,0,1,1,"-"
"UEFA Champions League 2024/25","Jeffrey Schlupp","Celtic",32,"Left-Back",5.89,116,0,0,0,"-"
"UEFA Champions League 2024/25","Jota","Celtic",25,"Left-Winger",5.58,85,0,0,0,"-"
"UEFA Champions League 2024/25","Kasper Schmeichel","Celtic",38,"Goalkeeper",6.22,900,0,0,0,"0.35"
"UEFA Champions League 2024/25","Kyogo Furuhashi","Celtic",30,"Centre-Foward",5.26,462,1,0,1,"-0.61"
"UEFA Champions League 2024/25","Liam Scales","Celtic",26,"Centre-Back",6.26,371,1,0,1,"-"
"UEFA Champions League 2024/25","Luis Enrique Palma","Celtic",25,"Left-Winger",3.8,35,0,0,0,"-"
"UEFA Champions League 2024/25","Luke McCowan","Celtic",27,"Right-Midfielder",5.5,51,0,0,0,"-"
"UEFA Champions League 2024/25","Nicolas-Gerrit Kühn","Celtic",25,"Right-Winger",6.34,784,3,1,4,"0.47"
"UEFA Champions League 2024/25","Paulo Bernardo","Celtic",23,"Right-Midfielder",5.3,241,0,0,0,"-"
"UEFA Champions League 2024/25","Reo Hatate","Celtic",27,"Left-Midfielder",6.41,784,1,2,3,"0.54"
"UEFA Champions League 2024/25","Yang Hyunjun","Celtic",22,"Right-Winger",4.89,157,0,1,1,"-"
"UEFA Champions League 2024/25","Andreas Skov Olsen","Club Brugge",24,"Right-Winger",5.96,366,0,0,0,"-"
"UEFA Champions League 2024/25","Ardon Jashari","Club Brugge",22,"Midfielder",6.02,949,0,0,0,"0.24"
"UEFA Champions League 2024/25","Bjorn Meijer","Club Brugge",21,"Left-Back",4.56,16,0,0,0,"-"
"UEFA Champions League 2024/25","Brandon Mechele","Club Brugge",32,"Centre-Back",6.34,1080,0,0,0,"0.56"
"UEFA Champions League 2024/25","Casper Nielsen","Club Brugge",30,"Midfielder",5.44,143,1,0,1,"-"
"UEFA Champions League 2024/25","Chemsdine Talbi","Club Brugge",19,"Right-Winger",5.14,548,2,1,3,"-0.64"
"UEFA Champions League 2024/25","Christos Tzolis","Club Brugge",23,"Left-Winger",6.26,932,1,2,3,"0.48"
"UEFA Champions League 2024/25","Ferran Jutglà","Club Brugge",26,"Centre-Foward",5.08,847,2,1,3,"-0.7"
"UEFA Champions League 2024/25","Gustaf Nilsson","Club Brugge",27,"Centre-Foward",4.88,177,1,0,1,"-"
"UEFA Champions League 2024/25","Hans Vanaken","Club Brugge",32,"Attacking-Mid",6.1,1080,1,1,2,"0.32"
"UEFA Champions League 2024/25","Hugo Siquet","Club Brugge",22,"Right-Back",4.34,73,0,0,0,"-"
"UEFA Champions League 2024/25","Hugo Vetlesen","Club Brugge",24,"Midfielder",5.11,184,0,1,1,"-"
"UEFA Champions League 2024/25","Joaquin Seys","Club Brugge",19,"Right-Back",5.57,767,0,0,0,"-0.21"
"UEFA Champions League 2024/25","Joel Ordóñez","Club Brugge",20,"Centre-Back",5.66,1047,0,0,0,"-0.12"
"UEFA Champions League 2024/25","Kyriani Sabbe","Club Brugge",20,"Right-Back",4.74,238,1,0,1,"-"
"UEFA Champions League 2024/25","Maxim De Cuyper","Club Brugge",24,"Left-Back",6.07,1079,1,0,1,"0.29"
"UEFA Champions League 2024/25","Michał Skóraś","Club Brugge",25,"Right-Midfielder",4.07,121,0,0,0,"-"
"UEFA Champions League 2024/25","Raphael Onyedika","Club Brugge",23,"Midfielder",5.38,938,1,1,2,"-0.4"
"UEFA Champions League 2024/25","Romeo Vermant","Club Brugge",21,"Centre-Foward",3.41,56,0,0,0,"-"
"UEFA Champions League 2024/25","Simon Mignolet","Club Brugge",37,"Goalkeeper",6.26,1080,0,0,0,"0.48"
"UEFA Champions League 2024/25","Zaid Romero","Club Brugge",25,"Centre-Back",5.49,33,0,0,0,"-"
"UEFA Champions League 2024/25","Arbër Hoxha","Dinamo Zagreb",26,"Wing-Back",3.66,65,0,0,0,"-"
"UEFA Champions League 2024/25","Arijan Ademi","Dinamo Zagreb",33,"Midfielder",5.33,287,0,0,0,"-"
"UEFA Champions League 2024/25","Branko Pavić","Dinamo Zagreb",18,"Midfielder",5.75,72,0,0,0,"-"
"UEFA Champions League 2024/25","Bruno Petković","Dinamo Zagreb",30,"Centre-Foward",5.78,193,2,0,2,"-"
"UEFA Champions League 2024/25","Danijel Zagorac","Dinamo Zagreb",37,"Goalkeeper",6.66,270,0,0,0,"-"
"UEFA Champions League 2024/25","Dario Špikić","Dinamo Zagreb",25,"Right-Winger",5.77,186,1,0,1,"-"
"UEFA Champions League 2024/25","Ivan Nevistić","Dinamo Zagreb",26,"Goalkeeper",5.33,450,0,0,0,"0.04"
"UEFA Champions League 2024/25","Josip Mišić","Dinamo Zagreb",30,"Midfielder",4.84,482,0,1,1,"-0.45"
"UEFA Champions League 2024/25","Juan Córdoba","Dinamo Zagreb",21,"Left-Winger",4.66,17,0,0,0,"-"
"UEFA Champions League 2024/25","Kévin Théophile-Catherine","Dinamo Zagreb",35,"Centre-Back",4.67,630,0,1,1,"-0.62"
"UEFA Champions League 2024/25","Luka Stojkovic","Dinamo Zagreb",21,"Midfielder",5.29,264,0,0,0,"-"
"UEFA Champions League 2024/25","Lukas Kačavenda","Dinamo Zagreb",21,"Centre-Foward",4.76,217,0,0,0,"-"
"UEFA Champions League 2024/25","Marko Pjaca","Dinamo Zagreb",29,"Left-Winger",5.7,341,1,3,4,"-"
"UEFA Champions League 2024/25","Marko Rog","Dinamo Zagreb",29,"Midfielder",4.75,364,0,1,1,"-"
"UEFA Champions League 2024/25","Martin Baturina","Dinamo Zagreb",21,"Attacking-Mid",6.76,619,2,1,3,"1.47"
"UEFA Champions League 2024/25","Maxime Bernauer","Dinamo Zagreb",26,"Centre-Back",5.02,466,0,0,0,"-0.27"
"UEFA Champions League 2024/25","Nathanael Mbuku","Dinamo Zagreb",22,"Right-Winger",5.98,19,0,0,0,"-"
"UEFA Champions League 2024/25","Petar Sucic","Dinamo Zagreb",21,"Midfielder",7.59,263,2,0,2,"-"
"UEFA Champions League 2024/25","Raúl Torrente","Dinamo Zagreb",23,"Centre-Back",5.13,540,0,0,0,"-0.16"
"UEFA Champions League 2024/25","Ronaël Pierre-Gabriel","Dinamo Zagreb",26,"Wing-Back",5.56,534,0,1,1,"0.27"
"UEFA Champions League 2024/25","Samy Mmaee","Dinamo Zagreb",28,"Centre-Back",3.75,270,0,0,0,"-"
"UEFA Champions League 2024/25","Sandro Kulenović","Dinamo Zagreb",25,"Centre-Foward",4.56,496,3,0,3,"-0.73"
"UEFA Champions League 2024/25","Stefan Ristovski","Dinamo Zagreb",32,"Wing-Back",5.11,651,0,2,2,"-0.18"
"UEFA Champions League 2024/25","Takuya Ogiwara","Dinamo Zagreb",24,"Wing-Back",5.1,223,1,0,1,"-"
"UEFA Champions League 2024/25","Alexander Meyer","Dortmund",33,"Goalkeeper",8.24,90,0,0,0,"-"
"UEFA Champions League 2024/25","Carney Chukwuemeka","Dortmund",21,"Midfielder",5.91,78,0,0,0,"-"
"UEFA Champions League 2024/25","Cole Campbell","Dortmund",18,"Right-Winger",4.36,14,0,0,0,"-"
"UEFA Champions League 2024/25","Daniel Svensson","Dortmund",23,"Left-Back",6.21,351,0,0,0,"-"
"UEFA Champions League 2024/25","Donyell Malen","Dortmund",25,"Right-Winger",5.82,237,2,1,3,"-"
"UEFA Champions League 2024/25","Emre Can","Dortmund",31,"Centre-Back",7.02,942,2,1,3,"0.68"
"UEFA Champions League 2024/25","Felix Nmecha","Dortmund",24,"Midfielder",6.47,618,1,1,2,"0.13"
"UEFA Champions League 2024/25","Gio Reyna","Dortmund",22,"Midfielder",5.45,278,0,1,1,"-"
"UEFA Champions League 2024/25","Gregor Kobel","Dortmund",27,"Goalkeeper",6.33,1170,0,0,0,"-0.01"
"UEFA Champions League 2024/25","Jamie Gittens","Dortmund",20,"Left-Winger",6.34,845,4,0,4,"0"
"UEFA Champions League 2024/25","Julian Brandt","Dortmund",28,"Attacking-Mid",6.01,877,0,5,5,"-0.33"
"UEFA Champions League 2024/25","Julian Ryerson","Dortmund",27,"Right-Back",6.53,955,0,0,0,"0.19"
"UEFA Champions League 2024/25","Julien Duranville","Dortmund",18,"Right-Winger",5.64,301,0,0,0,"-"
"UEFA Champions League 2024/25","Karim Adeyemi","Dortmund",23,"Right-Winger",6.86,685,5,1,6,"0.52"
"UEFA Champions League 2024/25","Marcel Sabitzer","Dortmund",30,"Midfielder",5.4,842,0,0,0,"-0.94"
"UEFA Champions League 2024/25","Maximilian Beier","Dortmund",22,"Left-Winger",5.07,616,1,0,1,"-1.27"
"UEFA Champions League 2024/25","Nico Schlotterbeck","Dortmund",25,"Centre-Back",7.77,1080,0,1,1,"1.43"
"UEFA Champions League 2024/25","Niklas Süle","Dortmund",29,"Centre-Back",5.51,283,0,0,0,"-"
"UEFA Champions League 2024/25","Pascal Groß","Dortmund",33,"Midfielder",6.02,914,1,2,3,"-0.32"
"UEFA Champions League 2024/25","Ramy Bensebaini","Dortmund",29,"Left-Back",6.55,745,2,1,3,"0.21"
"UEFA Champions League 2024/25","Salih Özcan","Dortmund",27,"Midfielder",3.98,30,0,0,0,"-"
"UEFA Champions League 2024/25","Serhou Guirassy","Dortmund",29,"Centre-Foward",7.72,1083,13,4,17,"1.38"
"UEFA Champions League 2024/25","Waldemar Anton","Dortmund",28,"Centre-Back",6.57,593,0,0,0,"0.23"
"UEFA Champions League 2024/25","Yan Couto","Dortmund",22,"Right-Back",4.87,231,0,0,0,"-"
"UEFA Champions League 2024/25","Anis Hadj Moussa","Feyenoord",23,"Right-Winger",5.24,783,3,0,3,"-0.24"
"UEFA Champions League 2024/25","Antoni Milambo","Feyenoord",19,"Right-Midfielder",6.49,762,3,1,4,"1.01"
"UEFA Champions League 2024/25","Ayase Ueda","Feyenoord",26,"Centre-Foward",3.98,384,2,0,2,"-"
"UEFA Champions League 2024/25","Aymen Sliti","Feyenoord",18,"Left-Winger",3.73,62,0,0,0,"-"
"UEFA Champions League 2024/25","Bart Nieuwkoop","Feyenoord",28,"Right-Back",5.06,348,0,1,1,"-"
"UEFA Champions League 2024/25","Calvin Stengs","Feyenoord",26,"Left-Midfielder",5.21,81,0,0,0,"-"
"UEFA Champions League 2024/25","Chris Nadje","Feyenoord",23,"Left-Midfielder",4.67,90,0,0,0,"-"
"UEFA Champions League 2024/25","Dávid Hancko","Feyenoord",27,"Centre-Back",6.27,1080,1,0,1,"0.79"
"UEFA Champions League 2024/25","Gernot Trauner","Feyenoord",32,"Centre-Back",5.42,659,1,1,2,"-0.06"
"UEFA Champions League 2024/25","Gijs Smal","Feyenoord",27,"Left-Back",5.28,715,0,2,2,"-0.2"
"UEFA Champions League 2024/25","Givairo Read","Feyenoord",18,"Right-Back",6.28,241,0,0,0,"-"
"UEFA Champions League 2024/25","Gjivai Zechiël","Feyenoord",20,"Midfielder",3.19,46,0,0,0,"-"
"UEFA Champions League 2024/25","Hugo Bueno","Feyenoord",22,"Left-Back",5.99,546,0,1,1,"0.51"
"UEFA Champions League 2024/25","Hwang In-beom","Feyenoord",28,"Midfielder",4.99,568,0,0,0,"-0.49"
"UEFA Champions League 2024/25","Ibrahim Osman","Feyenoord",20,"Right-Winger",4.78,316,0,0,0,"-"
"UEFA Champions League 2024/25","Igor Paixão","Feyenoord",24,"Left-Winger",6.02,918,2,4,6,"0.54"
"UEFA Champions League 2024/25","Jakub Moder","Feyenoord",25,"Right-Midfielder",6.71,360,1,0,1,"-"
"UEFA Champions League 2024/25","Jeyland Mitchell","Feyenoord",20,"Right-Back",3.62,185,0,0,0,"-"
"UEFA Champions League 2024/25","Jordan Lotomba","Feyenoord",26,"Right-Back",5.59,280,0,0,0,"-"
"UEFA Champions League 2024/25","Julián Carranza","Feyenoord",24,"Centre-Foward",4.69,265,1,0,1,"-"
"UEFA Champions League 2024/25","Justin Bijlow","Feyenoord",27,"Goalkeeper",7.69,125,0,0,0,"-"
"UEFA Champions League 2024/25","Luka Ivanušec","Feyenoord",26,"Left-Midfielder",5.94,178,0,0,0,"-"
"UEFA Champions League 2024/25","Quinten Timber","Feyenoord",23,"Left-Midfielder",6.47,595,0,1,1,"0.99"
"UEFA Champions League 2024/25","Ramiz Zerrouki","Feyenoord",26,"Midfielder",4.06,114,0,0,0,"-"
"UEFA Champions League 2024/25","Santiago Giménez","Feyenoord",23,"Centre-Foward",6.84,294,5,1,6,"-"
"UEFA Champions League 2024/25","Thomas Beelen","Feyenoord",23,"Centre-Back",4.78,829,0,0,0,"-0.7"
"UEFA Champions League 2024/25","Timon Wellenreuther","Feyenoord",29,"Goalkeeper",5.25,955,0,0,0,"-0.23"
"UEFA Champions League 2024/25","Zepiqueno Redmond","Feyenoord",18,"Centre-Foward",3.75,79,0,0,0,"-"
"UEFA Champions League 2024/25","Zepiqueno Redmond","Feyenoord",18,"Left-Midfielder",3.75,79,0,0,0,"-"
"UEFA Champions League 2024/25","Abel Ruiz","Girona",25,"Centre-Foward",4.42,145,0,0,0,"-"
"UEFA Champions League 2024/25","Alejandro Francés","Girona",22,"Right-Back",6.14,435,0,0,0,"0.8"
"UEFA Champions League 2024/25","Antal Yaakobishvili","Girona",20,"Centre-Back",5,90,0,0,0,"-"
"UEFA Champions League 2024/25","Arnau Martinez","Girona",21,"Right-Back",5.28,414,0,0,0,"-0.06"
"UEFA Champions League 2024/25","Arnaut Danjuma","Girona",27,"Left-Winger",6.31,389,1,2,3,"0.97"
"UEFA Champions League 2024/25","Bojan Miovski","Girona",25,"Centre-Foward",4.63,273,0,0,0,"-"
"UEFA Champions League 2024/25","Bryan Gil","Girona",23,"Left-Winger",6.07,447,0,0,0,"0.73"
"UEFA Champions League 2024/25","Cristhian Stuani","Girona",38,"Centre-Foward",3.8,283,0,0,0,"-"
"UEFA Champions League 2024/25","Daley Blind","Girona",34,"Left-Back",5.86,322,0,0,0,"-"
"UEFA Champions League 2024/25","David López","Girona",35,"Centre-Back",6.5,368,1,0,1,"-"
"UEFA Champions League 2024/25","Donny van de Beek","Girona",27,"Attacking-Mid",5.15,448,1,0,1,"-0.19"
"UEFA Champions League 2024/25","Iván Martín","Girona",25,"Midfielder",4.66,330,0,0,0,"-"
"UEFA Champions League 2024/25","Jastin García","Girona",20,"Right-Back",3.94,12,0,0,0,"-"
"UEFA Champions League 2024/25","Jhon Solis","Girona",20,"Midfielder",4.4,100,0,0,0,"-"
"UEFA Champions League 2024/25","Juanpe","Girona",33,"Centre-Back",6.2,391,1,1,2,"0.86"
"UEFA Champions League 2024/25","Kim Minsu","Girona",18,"Midfielder",3.46,13,0,0,0,"-"
"UEFA Champions League 2024/25","Ladislav Krejčí","Girona",25,"Centre-Back",6.03,630,0,0,0,"0.69"
"UEFA Champions League 2024/25","Miguel Gutiérrez","Girona",23,"Left-Back",5.84,540,1,0,1,"0.5"
"UEFA Champions League 2024/25","Oriol Romeu","Girona",33,"Midfielder",5.33,446,0,0,0,"-0.01"
"UEFA Champions League 2024/25","Pau López","Girona",30,"Goalkeeper",3.98,90,0,0,0,"-"
"UEFA Champions League 2024/25","Paulo Gazzaniga","Girona",33,"Goalkeeper",5.68,630,0,0,0,"0.34"
"UEFA Champions League 2024/25","Portu","Girona",32,"Left-Winger",4.54,99,0,0,0,"-"
"UEFA Champions League 2024/25","Silvi Clúa","Girona",19,"Midfielder",5.54,78,0,0,0,"-"
"UEFA Champions League 2024/25","Viktor Tsyhankov","Girona",27,"Right-Winger",5.68,325,0,0,0,"-"
"UEFA Champions League 2024/25","Yangel Herrera","Girona",27,"Midfielder",5.21,341,0,0,0,"-"
"UEFA Champions League 2024/25","Yaser Asprilla","Girona",21,"Attacking-Mid",5.05,245,0,0,0,"-"
"UEFA Champions League 2024/25","Alessandro Bastoni","Internazionale",26,"Centre-Back",6.68,1075,0,1,1,"0.82"
"UEFA Champions League 2024/25","Benjamin Pavard","Internazionale",29,"Centre-Back",6.23,908,1,0,1,"0.37"
"UEFA Champions League 2024/25","Carlos Augusto","Internazionale",26,"Wing-Back",5.77,664,0,2,2,"-0.09"
"UEFA Champions League 2024/25","Davide Frattesi","Internazionale",25,"Midfielder",5.86,496,2,0,2,"0"
"UEFA Champions League 2024/25","Denzel Dumfries","Internazionale",29,"Wing-Back",6.6,971,2,3,5,"0.74"
"UEFA Champions League 2024/25","Federico Dimarco","Internazionale",27,"Wing-Back",5.46,568,0,1,1,"-0.4"
"UEFA Champions League 2024/25","Francesco Acerbi","Internazionale",37,"Centre-Back",5.77,770,1,1,2,"-0.09"
"UEFA Champions League 2024/25","Giacomo De Pieri","Internazionale",18,"Centre-Foward",4.27,15,0,0,0,"-"
"UEFA Champions League 2024/25","Hakan Çalhanoğlu","Internazionale",31,"Midfielder",5.9,827,4,2,6,"0.04"
"UEFA Champions League 2024/25","Henrikh Mkhitaryan","Internazionale",36,"Midfielder",6.12,854,0,0,0,"0.26"
"UEFA Champions League 2024/25","Josep Martinez","Internazionale",26,"Goalkeeper",8.02,90,0,0,0,"-"
"UEFA Champions League 2024/25","Kristjan Asllani","Internazionale",23,"Midfielder",4.88,357,0,0,0,"-"
"UEFA Champions League 2024/25","Lautaro Martínez","Internazionale",27,"Centre-Foward",6.67,853,9,0,9,"0.81"
"UEFA Champions League 2024/25","Marcus Thuram","Internazionale",27,"Centre-Foward",6.39,949,4,1,5,"0.53"
"UEFA Champions League 2024/25","Marko Arnautović","Internazionale",35,"Centre-Foward",5.76,206,1,0,1,"-"
"UEFA Champions League 2024/25","Matteo Darmian","Internazionale",35,"Wing-Back",4.68,553,0,0,0,"-1.18"
"UEFA Champions League 2024/25","Mehdi Taremi","Internazionale",32,"Centre-Foward",6.23,714,1,3,4,"0.37"
"UEFA Champions League 2024/25","Nicola Zalewski","Internazionale",23,"Attacking-Mid",4.71,38,0,0,0,"-"
"UEFA Champions League 2024/25","Nicolò Barella","Internazionale",28,"Midfielder",5.98,992,0,2,2,"0.12"
"UEFA Champions League 2024/25","Piotr Zieliński","Internazionale",30,"Midfielder",5.8,588,0,1,1,"-0.06"
"UEFA Champions League 2024/25","Stefan de Vrij","Internazionale",33,"Centre-Back",6.76,687,0,0,0,"0.9"
"UEFA Champions League 2024/25","Yann Aurel Bisseck","Internazionale",24,"Centre-Back",6.02,701,0,0,0,"0.16"
"UEFA Champions League 2024/25","Yann Sommer","Internazionale",36,"Goalkeeper",6.87,1290,0,0,0,"1.01"
"UEFA Champions League 2024/25","Andrea Cambiaso","Juventus",24,"Left-Back",6.49,565,0,1,1,"0.57"
"UEFA Champions League 2024/25","Danilo","Juventus",33,"Centre-Back",5.08,232,0,0,0,"-"
"UEFA Champions League 2024/25","Douglas Luiz","Juventus",26,"Midfielder",5.47,307,0,0,0,"-"
"UEFA Champions League 2024/25","Dušan Vlahović","Juventus",25,"Centre-Foward",5.64,548,4,1,5,"-0.28"
"UEFA Champions League 2024/25","Federico Gatti","Juventus",26,"Centre-Back",7.33,801,0,1,1,"1.41"
"UEFA Champions League 2024/25","Francisco Conceição","Juventus",22,"Right-Winger",6.48,605,1,1,2,"0.56"
"UEFA Champions League 2024/25","Gleison Bremer","Juventus",27,"Centre-Back",6.65,95,0,0,0,"-"
"UEFA Champions League 2024/25","Juan David Cabal","Juventus",23,"Left-Back",6.4,157,0,0,0,"-"
"UEFA Champions League 2024/25","Kenan Yıldız","Juventus",19,"Left-Winger",6.53,665,1,1,2,"0.61"
"UEFA Champions League 2024/25","Khéphren Thuram","Juventus",23,"Midfielder",5.63,485,0,0,0,"-0.29"
"UEFA Champions League 2024/25","Lloyd Kelly","Juventus",26,"Left-Back",5.18,210,0,0,0,"-"
"UEFA Champions League 2024/25","Manuel Locatelli","Juventus",27,"Midfielder",6.33,670,0,0,0,"0.41"
"UEFA Champions League 2024/25","Mattia Perin","Juventus",32,"Goalkeeper",7.97,211,0,0,0,"-"
"UEFA Champions League 2024/25","Michele Di Gregorio","Juventus",27,"Goalkeeper",6.69,718,0,0,0,"0.77"
"UEFA Champions League 2024/25","Nicolás González","Juventus",26,"Right-Winger",5.68,361,1,1,2,"-"
"UEFA Champions League 2024/25","Nicolò Fagioli","Juventus",23,"Midfielder",6.96,207,0,1,1,"-"
"UEFA Champions League 2024/25","Nicolò Savona","Juventus",21,"Right-Back",5.15,426,0,0,0,"-0.77"
"UEFA Champions League 2024/25","Pierre Kalulu","Juventus",24,"Centre-Back",6.82,645,0,0,0,"0.9"
"UEFA Champions League 2024/25","Randal Kolo Muani","Juventus",26,"Centre-Foward",4.8,165,0,0,0,"-"
"UEFA Champions League 2024/25","Renato Veiga","Juventus",21,"Centre-Back",5.58,101,0,0,0,"-"
"UEFA Champions League 2024/25","Samuel Mbangula","Juventus",21,"Left-Winger",5.62,226,1,0,1,"-"
"UEFA Champions League 2024/25","Teun Koopmeiners","Juventus",26,"Attacking-Mid",5.48,654,0,0,0,"-0.44"
"UEFA Champions League 2024/25","Timothy Weah","Juventus",24,"Right-Winger",6.21,558,1,1,2,"0.29"
"UEFA Champions League 2024/25","Vasilije Adžić","Juventus",18,"Centre-Foward",3.49,23,0,0,0,"-"
"UEFA Champions League 2024/25","Weston McKennie","Juventus",26,"Midfielder",5.85,555,3,0,3,"-0.07"
"UEFA Champions League 2024/25","Aïssa Mandi","Lille",33,"Right-Back",4.58,319,0,0,0,"-"
"UEFA Champions League 2024/25","Alexsandro Ribeiro","Lille",25,"Centre-Back",6.84,900,0,1,1,"0.86"
"UEFA Champions League 2024/25","André Gomes","Lille",31,"Attacking-Mid",6.73,22,0,0,0,"-"
"UEFA Champions League 2024/25","Angel Gomes","Lille",24,"Attacking-Mid",5.4,159,1,0,1,"-"
"UEFA Champions League 2024/25","Ayyoub Bouaddi","Lille",17,"Midfielder",5.6,622,0,1,1,"-0.38"
"UEFA Champions League 2024/25","Bafodé Diakité","Lille",24,"Centre-Back",6.11,855,0,0,0,"0.13"
"UEFA Champions League 2024/25","Benjamin André","Lille",34,"Midfielder",5.98,810,0,0,0,"0"
"UEFA Champions League 2024/25","Chuba Akpom","Lille",29,"Centre-Foward",3.8,24,0,0,0,"-"
"UEFA Champions League 2024/25","Edon Zhegrova","Lille",25,"Right-Winger",6.52,363,1,1,2,"-"
"UEFA Champions League 2024/25","Ethan Mbappé","Lille",18,"Right-Winger",6.59,78,0,0,0,"-"
"UEFA Champions League 2024/25","Gabriel Gudmundsson","Lille",25,"Left-Back",6.46,487,0,1,1,"0.48"
"UEFA Champions League 2024/25","Hákon Arnar Haraldsson","Lille",21,"Left-Winger",6.66,306,2,0,2,"-"
"UEFA Champions League 2024/25","Ismaily","Lille",35,"Left-Back",5.8,226,0,1,1,"-"
"UEFA Champions League 2024/25","Jonathan David","Lille",25,"Centre-Foward",7.43,747,7,2,9,"1.45"
"UEFA Champions League 2024/25","Lucas Chevalier","Lille",23,"Goalkeeper",6.21,900,0,0,0,"0.23"
"UEFA Champions League 2024/25","Matias Fernandez-Pardo","Lille",20,"Left-Winger",5.89,263,0,1,1,"-"
"UEFA Champions League 2024/25","Mitchel Bakker","Lille",24,"Left-Back",5.69,420,1,1,2,"-0.29"
